time,Trabajo grupal
Wed 08:05:00,0
Wed 08:10:00,0
Wed 08:15:00,0
Wed 08:20:00,0
Wed 08:25:00,0
Wed 08:30:00,0
Wed 08:35:00,0
Wed 08:40:00,0
Wed 08:45:00,0
Wed 08:50:00,0
Wed 08:55:00,0
Wed 09:00:00,0
Wed 09:05:00,0
Wed 09:10:00,0
Wed 09:15:00,0
Wed 09:20:00,0
Wed 09:25:00,0
Wed 09:30:00,0
Wed 09:35:00,0
Wed 09:40:00,0
Wed 09:45:00,160
Wed 09:50:00,160
Wed 09:55:00,160
Wed 10:00:00,240
Wed 10:05:00,240
Wed 10:10:00,240
Wed 10:15:00,240
Wed 10:20:00,240
Wed 10:25:00,240
Wed 10:30:00,240
Wed 10:35:00,240
Wed 10:40:00,240
Wed 10:45:00,240
Wed 10:50:00,240
Wed 10:55:00,240
Wed 11:00:00,240
Wed 11:05:00,240
Wed 11:10:00,240
Wed 11:15:00,320
Wed 11:20:00,400
Wed 11:25:00,480
Wed 11:30:00,480
Wed 11:35:00,480
Wed 11:40:00,480
Wed 11:45:00,480
Wed 11:50:00,320
Wed 11:55:00,320
Wed 12:00:00,320
Wed 12:05:00,320
Wed 12:10:00,400
Wed 12:15:00,480
Wed 12:20:00,480
Wed 12:25:00,624.8092549407663
Wed 12:30:00,624.8092549407663
Wed 12:35:00,624.8092549407663
Wed 12:40:00,704.8092549407663
Wed 12:45:00,784.8092549407663
Wed 12:50:00,864.8092549407663
Wed 12:55:00,944.8092549407663
Wed 13:00:00,1024.8092549407663
Wed 13:05:00,1024.8092549407663
Wed 13:10:00,1024.8092549407663
Wed 13:15:00,1104.8092549407663
Wed 13:20:00,1024.8092549407663
Wed 13:25:00,944.8092549407663
Wed 13:30:00,944.8092549407663
Wed 13:35:00,944.8092549407663
Wed 13:40:00,944.8092549407663
Wed 13:45:00,1024.8092549407663
Wed 13:50:00,1104.8092549407663
Wed 13:55:00,1264.8092549407663
Wed 14:00:00,1344.8092549407663
Wed 14:05:00,1424.8092549407663
Wed 14:10:00,1424.8092549407663
Wed 14:15:00,1344.8092549407663
Wed 14:20:00,1344.8092549407663
Wed 14:25:00,1565.8361694777238
Wed 14:30:00,1421.0269145369575
Wed 14:35:00,1501.0269145369575
Wed 14:40:00,1581.0269145369575
Wed 14:45:00,1501.0269145369575
Wed 14:50:00,1421.0269145369575
Wed 14:55:00,1581.0269145369575
Wed 15:00:00,1581.0269145369575
Wed 15:05:00,1501.0269145369575
Wed 15:10:00,1501.0269145369575
Wed 15:15:00,1581.0269145369575
Wed 15:20:00,1661.0269145369575
Wed 15:25:00,1821.0269145369575
Wed 15:30:00,1901.0269145369575
Wed 15:35:00,2061.0269145369575
Wed 15:40:00,2061.0269145369575
Wed 15:45:00,2061.0269145369575
Wed 15:50:00,2061.0269145369575
Wed 15:55:00,1981.0269145369575
Wed 16:00:00,1821.0269145369575
Wed 16:05:00,1741.0269145369575
Wed 16:10:00,1741.0269145369575
Wed 16:15:00,2141.0269145369575
Wed 16:20:00,2301.0269145369575
Wed 16:25:00,2301.0269145369575
Wed 16:30:00,2160
Wed 16:35:00,2160
Wed 16:40:00,2240
Wed 16:45:00,2160
Wed 16:50:00,2240
Wed 16:55:00,2320
Wed 17:00:00,2240
Wed 17:05:00,2240
Wed 17:10:00,2240
Wed 17:15:00,2480
Wed 17:20:00,2480
Wed 17:25:00,2560
Wed 17:30:00,2480
Wed 17:35:00,2400
Wed 17:40:00,2224.4124424488873
Wed 17:45:00,2304.4124424488873
Wed 17:50:00,2384.4124424488873
Wed 17:55:00,2304.4124424488873
Wed 18:00:00,2384.4124424488873
Wed 18:05:00,2624.4124424488873
